PhilGEPS DBSCAN — semantic legend reference (full labels vs grouped plot legend)
Encoding: UTF-8. Delimiter: TAB. cluster_id = actual DBSCAN assignment; Display group = plot bucket.

Display group	Actual cluster_id	Semantic label	Short rationale	Count	Share
Other DBSCAN clusters	305	High shortage-risk segment · mean PC=(-0.28,-1.29,1.69)	Strongest theme deviations vs cohort (z): unequal_supply_regions=1.13; equal_supply_regions=-1.13; low_risk_shortage=-0.89; high_risk_shortage=0.89; normal_inventory=0.53	20	0.004%
Other DBSCAN clusters	306	High shortage-risk segment · mean PC=(-0.13,-1.20,0.83)	Strongest theme deviations vs cohort (z): low_risk_shortage=-1.15; high_risk_shortage=1.15; unequal_supply_regions=1.13; equal_supply_regions=-1.13; normal_inventory=0.53	61	0.013%
Other DBSCAN clusters	307	Strong understocking / lean-stock segment · mean PC=(-0.47,0.11,-0.45)	Strongest theme deviations vs cohort (z): high_risk_shortage=-0.70; low_risk_shortage=0.70; understocking=0.67; overstocking=-0.67; unequal_supply_regions=-0.10	22	0.005%
Other DBSCAN clusters	308	Strong understocking / lean-stock segment · mean PC=(-0.58,-0.06,-0.47)	Strongest theme deviations vs cohort (z): overstocking=-1.07; understocking=1.07; high_risk_shortage=-1.07; low_risk_shortage=1.07; normal_inventory=-0.67	28	0.006%
Other DBSCAN clusters	309	High shortage-risk segment · mean PC=(0.42,0.02,-0.22)	Strongest theme deviations vs cohort (z): low_risk_shortage=-2.45; high_risk_shortage=2.45; normal_inventory=1.08; unequal_supply_regions=1.04; equal_supply_regions=-1.04	21	0.004%
Other DBSCAN clusters	310	Moderate understocking segment · mean PC=(-0.42,-0.49,-0.58)	Strongest theme deviations vs cohort (z): high_risk_shortage=-0.95; low_risk_shortage=0.95; understocking=0.57; overstocking=-0.57; normal_inventory=0.20	28	0.006%
Other DBSCAN clusters	311	Mixed procurement profile segment · mean PC=(-0.37,-0.12,-0.47)	Strongest theme deviations vs cohort (z): high_risk_shortage=-0.72; low_risk_shortage=0.72; overstocking=-0.27; understocking=0.27; normal_inventory=-0.20	19	0.004%
Other DBSCAN clusters	312	Overstocking-heavy procurement segment · mean PC=(-0.39,0.35,-0.45)	Strongest theme deviations vs cohort (z): high_risk_shortage=-0.88; low_risk_shortage=0.88; overstocking=0.44; understocking=-0.44; normal_inventory=0.25	18	0.004%
Other DBSCAN clusters	313	Mixed procurement profile segment · mean PC=(0.34,-0.98,-0.49)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.95; high_risk_shortage=-0.95; normal_inventory=0.79; unequal_supply_regions=-0.10; equal_supply_regions=0.10	19	0.004%
Other DBSCAN clusters	314	Strong understocking / lean-stock segment · mean PC=(-1.81,0.04,-0.09)	Strongest theme deviations vs cohort (z): unequal_supply_regions=1.13; equal_supply_regions=-1.13; overstocking=-0.98; understocking=0.98; low_risk_shortage=0.54	23	0.005%
Other DBSCAN clusters	315	Strong understocking / lean-stock segment · mean PC=(-1.84,0.47,-0.04)	Strongest theme deviations vs cohort (z): unequal_supply_regions=0.73; equal_supply_regions=-0.73; understocking=0.66; overstocking=-0.66; high_risk_shortage=-0.59	24	0.005%
Other DBSCAN clusters	316	Severe surplus / extreme overstocking segment · mean PC=(1.25,0.07,-0.09)	Strongest theme deviations vs cohort (z): understocking=-1.67; overstocking=1.67; normal_inventory=-1.44; unequal_supply_regions=0.73; equal_supply_regions=-0.73	21	0.004%
Other DBSCAN clusters	317	High shortage-risk segment · mean PC=(0.10,0.14,1.27)	Strongest theme deviations vs cohort (z): unequal_supply_regions=1.13; equal_supply_regions=-1.13; high_risk_shortage=0.83; low_risk_shortage=-0.83; overstocking=-0.73	75	0.015%
Other DBSCAN clusters	318	Overstocking-heavy procurement segment · mean PC=(2.29,-0.72,0.13)	Strongest theme deviations vs cohort (z): understocking=-0.50; overstocking=0.50; normal_inventory=0.48; equal_supply_regions=-0.36; unequal_supply_regions=0.36	19	0.004%
Other DBSCAN clusters	319	Strong understocking / lean-stock segment · mean PC=(-2.74,-0.02,-0.41)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.96; high_risk_shortage=-0.96; overstocking=-0.80; understocking=0.80; unequal_supply_regions=-0.29	22	0.005%
Other DBSCAN clusters	320	Strong understocking / lean-stock segment · mean PC=(-1.95,0.24,-0.11)	Strongest theme deviations vs cohort (z): overstocking=-0.80; understocking=0.80; high_risk_shortage=-0.59; low_risk_shortage=0.59; unequal_supply_regions=-0.09	20	0.004%
Other DBSCAN clusters	321	Strong understocking / lean-stock segment · mean PC=(-1.96,0.43,-0.08)	Strongest theme deviations vs cohort (z): understocking=0.66; overstocking=-0.66; high_risk_shortage=-0.59; low_risk_shortage=0.59; normal_inventory=0.22	25	0.005%
Other DBSCAN clusters	322	Moderate understocking segment · mean PC=(-0.57,-0.23,-0.54)	Strongest theme deviations vs cohort (z): high_risk_shortage=-1.06; low_risk_shortage=1.06; understocking=0.51; overstocking=-0.51; unequal_supply_regions=-0.42	44	0.009%
Other DBSCAN clusters	323	Mixed procurement profile segment · mean PC=(-0.45,-0.13,-0.53)	Strongest theme deviations vs cohort (z): low_risk_shortage=1.01; high_risk_shortage=-1.01; normal_inventory=0.43; unequal_supply_regions=-0.12; equal_supply_regions=0.12	20	0.004%
Other DBSCAN clusters	324	Severe surplus / extreme overstocking segment · mean PC=(1.25,0.19,-0.15)	Strongest theme deviations vs cohort (z): understocking=-1.32; overstocking=1.32; normal_inventory=-1.01; low_risk_shortage=0.92; high_risk_shortage=-0.92	22	0.005%
Other DBSCAN clusters	325	High shortage-risk segment · mean PC=(0.11,0.14,1.12)	Strongest theme deviations vs cohort (z): unequal_supply_regions=1.13; equal_supply_regions=-1.13; high_risk_shortage=0.81; low_risk_shortage=-0.81; overstocking=-0.73	75	0.015%
Other DBSCAN clusters	326	High shortage-risk segment · mean PC=(-0.24,-1.27,0.85)	Strongest theme deviations vs cohort (z): unequal_supply_regions=1.13; equal_supply_regions=-1.13; high_risk_shortage=1.11; low_risk_shortage=-1.11; understocking=0.61	20	0.004%
Other DBSCAN clusters	327	High shortage-risk segment · mean PC=(-0.40,-1.38,0.80)	Strongest theme deviations vs cohort (z): unequal_supply_regions=1.13; equal_supply_regions=-1.13; low_risk_shortage=-1.07; high_risk_shortage=1.07; understocking=0.85	45	0.009%
Other DBSCAN clusters	328	High shortage-risk segment · mean PC=(-0.31,-1.33,0.32)	Strongest theme deviations vs cohort (z): low_risk_shortage=-1.09; high_risk_shortage=1.09; understocking=0.85; overstocking=-0.85; unequal_supply_regions=-0.42	26	0.005%
Other DBSCAN clusters	329	Mixed procurement profile segment · mean PC=(0.39,-1.03,-0.39)	Strongest theme deviations vs cohort (z): normal_inventory=0.83; overstocking=-0.29; understocking=0.29; equal_supply_regions=-0.21; unequal_supply_regions=0.21	17	0.003%
Other DBSCAN clusters	330	Mixed procurement profile segment · mean PC=(-0.53,-0.12,-0.52)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.88; high_risk_shortage=-0.88; normal_inventory=0.42; unequal_supply_regions=-0.37; equal_supply_regions=0.37	35	0.007%
Other DBSCAN clusters	331	Severe surplus / extreme overstocking segment · mean PC=(0.80,-0.09,-0.26)	Strongest theme deviations vs cohort (z): overstocking=1.23; understocking=-1.23; high_risk_shortage=-0.82; low_risk_shortage=0.82; normal_inventory=-0.75	22	0.005%
Other DBSCAN clusters	332	High shortage-risk segment · mean PC=(-0.28,-1.31,0.17)	Strongest theme deviations vs cohort (z): high_risk_shortage=1.03; low_risk_shortage=-1.03; understocking=0.83; overstocking=-0.83; unequal_supply_regions=-0.42	68	0.014%
Other DBSCAN clusters	333	Overstocking-heavy procurement segment · mean PC=(1.13,-0.83,-0.24)	Strongest theme deviations vs cohort (z): normal_inventory=0.61; understocking=-0.42; overstocking=0.42; equal_supply_regions=-0.42; unequal_supply_regions=0.42	20	0.004%
Other DBSCAN clusters	334	Mixed procurement profile segment · mean PC=(-0.21,0.31,-0.44)	Strongest theme deviations vs cohort (z): low_risk_shortage=1.10; high_risk_shortage=-1.10; unequal_supply_regions=-0.30; equal_supply_regions=0.30; overstocking=0.19	20	0.004%
Other DBSCAN clusters	335	High shortage-risk segment · mean PC=(-0.26,-1.30,0.02)	Strongest theme deviations vs cohort (z): low_risk_shortage=-1.33; high_risk_shortage=1.33; understocking=0.83; overstocking=-0.83; unequal_supply_regions=-0.42	98	0.020%
Other DBSCAN clusters	336	Strong understocking / lean-stock segment · mean PC=(-1.32,-0.47,0.08)	Strongest theme deviations vs cohort (z): normal_inventory=-2.29; understocking=2.15; overstocking=-2.15; unequal_supply_regions=-0.13; equal_supply_regions=0.13	36	0.007%
Other DBSCAN clusters	337	Mixed procurement profile segment · mean PC=(-0.59,0.77,-0.48)	Strongest theme deviations vs cohort (z): normal_inventory=0.96; high_risk_shortage=-0.76; low_risk_shortage=0.76; equal_supply_regions=-0.08; unequal_supply_regions=0.08	20	0.004%
Other DBSCAN clusters	338	Severe surplus / extreme overstocking segment · mean PC=(1.23,0.63,-0.08)	Strongest theme deviations vs cohort (z): understocking=-2.02; overstocking=2.02; normal_inventory=-2.01; low_risk_shortage=0.97; high_risk_shortage=-0.97	26	0.005%
Other DBSCAN clusters	339	Strong understocking / lean-stock segment · mean PC=(-0.58,-1.52,-0.77)	Strongest theme deviations vs cohort (z): overstocking=-1.35; understocking=1.35; high_risk_shortage=-1.22; low_risk_shortage=1.22; normal_inventory=-0.91	21	0.004%
Other DBSCAN clusters	340	Mixed procurement profile segment · mean PC=(0.02,-1.04,-0.50)	Strongest theme deviations vs cohort (z): normal_inventory=0.81; low_risk_shortage=0.36; high_risk_shortage=-0.36; overstocking=-0.23; understocking=0.23	13	0.003%
Other DBSCAN clusters	341	Strong understocking / lean-stock segment · mean PC=(-2.19,-0.76,-0.28)	Strongest theme deviations vs cohort (z): normal_inventory=-2.29; understocking=2.15; overstocking=-2.15; unequal_supply_regions=0.37; equal_supply_regions=-0.37	24	0.005%
Other DBSCAN clusters	342	High shortage-risk segment · mean PC=(-1.87,0.46,-0.07)	Strongest theme deviations vs cohort (z): understocking=0.66; overstocking=-0.66; low_risk_shortage=-0.52; high_risk_shortage=0.52; normal_inventory=0.22	28	0.006%
Other DBSCAN clusters	343	High shortage-risk segment · mean PC=(-1.86,0.28,-0.09)	Strongest theme deviations vs cohort (z): overstocking=-0.79; understocking=0.79; low_risk_shortage=-0.78; high_risk_shortage=0.78; unequal_supply_regions=0.21	23	0.005%
Other DBSCAN clusters	344	Overstocking-heavy procurement segment · mean PC=(0.16,0.23,-0.36)	Strongest theme deviations vs cohort (z): understocking=-0.97; overstocking=0.97; low_risk_shortage=0.94; high_risk_shortage=-0.94; normal_inventory=-0.40	25	0.005%
Other DBSCAN clusters	345	High shortage-risk segment · mean PC=(-0.77,-0.50,0.60)	Strongest theme deviations vs cohort (z): low_risk_shortage=-1.99; high_risk_shortage=1.99; understocking=1.69; overstocking=-1.69; normal_inventory=-1.49	24	0.005%
Other DBSCAN clusters	346	High shortage-risk segment · mean PC=(-0.07,-1.17,0.48)	Strongest theme deviations vs cohort (z): low_risk_shortage=-0.97; high_risk_shortage=0.97; normal_inventory=0.53; understocking=0.47; overstocking=-0.47	29	0.006%
Other DBSCAN clusters	347	Mixed procurement profile segment · mean PC=(0.62,-0.87,-0.41)	Strongest theme deviations vs cohort (z): normal_inventory=0.92; high_risk_shortage=-0.77; low_risk_shortage=0.77; unequal_supply_regions=0.18; equal_supply_regions=-0.18	20	0.004%
Other DBSCAN clusters	348	Strong understocking / lean-stock segment · mean PC=(-2.25,0.79,-0.82)	Strongest theme deviations vs cohort (z): understocking=1.32; overstocking=-1.32; normal_inventory=-0.87; unequal_supply_regions=-0.42; equal_supply_regions=0.42	27	0.006%
Other DBSCAN clusters	349	High shortage-risk segment · mean PC=(0.02,-1.11,-0.06)	Strongest theme deviations vs cohort (z): high_risk_shortage=1.14; low_risk_shortage=-1.14; normal_inventory=0.52; understocking=0.47; overstocking=-0.47	57	0.012%
Other DBSCAN clusters	350	Overstocking-heavy procurement segment · mean PC=(-0.04,0.27,-0.39)	Strongest theme deviations vs cohort (z): understocking=-0.96; overstocking=0.96; high_risk_shortage=-0.89; low_risk_shortage=0.89; normal_inventory=-0.49	20	0.004%
Other DBSCAN clusters	351	Mixed procurement profile segment · mean PC=(-0.05,-0.68,-0.52)	Strongest theme deviations vs cohort (z): low_risk_shortage=1.01; high_risk_shortage=-1.01; normal_inventory=0.69; equal_supply_regions=-0.47; unequal_supply_regions=0.47	21	0.004%
Other DBSCAN clusters	352	Strong understocking / lean-stock segment · mean PC=(-2.41,-0.84,-0.42)	Strongest theme deviations vs cohort (z): normal_inventory=-2.29; understocking=2.15; overstocking=-2.15; low_risk_shortage=0.35; high_risk_shortage=-0.35	18	0.004%
Other DBSCAN clusters	353	High shortage-risk segment · mean PC=(-0.24,-1.28,-0.12)	Strongest theme deviations vs cohort (z): high_risk_shortage=1.20; low_risk_shortage=-1.20; understocking=0.85; overstocking=-0.85; unequal_supply_regions=-0.42	44	0.009%
Other DBSCAN clusters	354	High shortage-risk segment · mean PC=(0.03,-1.10,-0.13)	Strongest theme deviations vs cohort (z): low_risk_shortage=-0.89; high_risk_shortage=0.89; normal_inventory=0.54; understocking=0.46; overstocking=-0.46	25	0.005%
Other DBSCAN clusters	355	High shortage-risk segment · mean PC=(-2.95,-1.47,-0.17)	Strongest theme deviations vs cohort (z): normal_inventory=-2.29; understocking=2.15; overstocking=-2.15; high_risk_shortage=0.65; low_risk_shortage=-0.65	20	0.004%
Other DBSCAN clusters	356	High shortage-risk segment · mean PC=(-0.22,-1.27,-0.23)	Strongest theme deviations vs cohort (z): high_risk_shortage=1.04; low_risk_shortage=-1.04; understocking=0.85; overstocking=-0.85; unequal_supply_regions=-0.42	28	0.006%
Other DBSCAN clusters	357	Mixed procurement profile segment · mean PC=(0.68,-0.91,-0.40)	Strongest theme deviations vs cohort (z): normal_inventory=0.64; high_risk_shortage=-0.61; low_risk_shortage=0.61; understocking=-0.29; overstocking=0.29	19	0.004%
Other DBSCAN clusters	358	High shortage-risk segment · mean PC=(-0.22,-1.28,-0.18)	Strongest theme deviations vs cohort (z): understocking=0.83; overstocking=-0.83; low_risk_shortage=-0.64; high_risk_shortage=0.64; unequal_supply_regions=-0.42	13	0.003%
Other DBSCAN clusters	359	Strong understocking / lean-stock segment · mean PC=(-0.42,-0.89,-0.63)	Strongest theme deviations vs cohort (z): high_risk_shortage=-1.08; low_risk_shortage=1.08; understocking=0.92; overstocking=-0.92; unequal_supply_regions=-0.23	22	0.005%
Other DBSCAN clusters	360	High shortage-risk segment · mean PC=(0.20,0.04,0.01)	Strongest theme deviations vs cohort (z): normal_inventory=0.82; high_risk_shortage=0.65; low_risk_shortage=-0.65; unequal_supply_regions=-0.42; equal_supply_regions=0.42	22	0.005%
Other DBSCAN clusters	361	High shortage-risk segment · mean PC=(-2.65,-0.98,-0.15)	Strongest theme deviations vs cohort (z): normal_inventory=-2.29; understocking=2.15; overstocking=-2.15; high_risk_shortage=0.60; low_risk_shortage=-0.60	38	0.008%
Other DBSCAN clusters	362	Severe surplus / extreme overstocking segment · mean PC=(0.54,0.25,-0.28)	Strongest theme deviations vs cohort (z): understocking=-1.46; overstocking=1.46; normal_inventory=-1.09; high_risk_shortage=-1.06; low_risk_shortage=1.06	20	0.004%
Other DBSCAN clusters	363	Moderate understocking segment · mean PC=(-0.72,-0.70,-0.63)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.93; high_risk_shortage=-0.93; normal_inventory=0.62; overstocking=-0.42; understocking=0.42	30	0.006%
Other DBSCAN clusters	364	Mixed procurement profile segment · mean PC=(-0.46,-0.08,-0.51)	Strongest theme deviations vs cohort (z): high_risk_shortage=-0.93; low_risk_shortage=0.93; normal_inventory=0.30; overstocking=-0.26; understocking=0.26	20	0.004%
Other DBSCAN clusters	365	Strong understocking / lean-stock segment · mean PC=(-0.89,-0.58,-0.57)	Strongest theme deviations vs cohort (z): overstocking=-1.82; understocking=1.82; normal_inventory=-1.69; unequal_supply_regions=-0.75; equal_supply_regions=0.75	30	0.006%
Other DBSCAN clusters	366	High shortage-risk segment · mean PC=(-0.79,-0.48,-0.55)	Strongest theme deviations vs cohort (z): overstocking=-1.10; understocking=1.10; unequal_supply_regions=-0.60; equal_supply_regions=0.60; normal_inventory=-0.51	47	0.010%
Other DBSCAN clusters	367	Strong understocking / lean-stock segment · mean PC=(-0.72,-0.49,-0.55)	Strongest theme deviations vs cohort (z): understocking=1.38; overstocking=-1.38; normal_inventory=-0.98; unequal_supply_regions=-0.72; equal_supply_regions=0.72	23	0.005%
Other DBSCAN clusters	368	Severe surplus / extreme overstocking segment · mean PC=(1.15,1.86,0.06)	Strongest theme deviations vs cohort (z): normal_inventory=-2.68; overstocking=2.43; understocking=-2.43; low_risk_shortage=0.91; high_risk_shortage=-0.91	20	0.004%
Other DBSCAN clusters	369	Mixed procurement profile segment · mean PC=(-0.19,0.27,-0.42)	Strongest theme deviations vs cohort (z): high_risk_shortage=-1.05; low_risk_shortage=1.05; unequal_supply_regions=-0.33; equal_supply_regions=0.33; understocking=-0.29	20	0.004%
Other DBSCAN clusters	370	Strong understocking / lean-stock segment · mean PC=(-0.26,0.13,-0.41)	Strongest theme deviations vs cohort (z): overstocking=-0.92; understocking=0.92; normal_inventory=-0.77; unequal_supply_regions=-0.56; equal_supply_regions=0.56	16	0.003%
Other DBSCAN clusters	371	Strong understocking / lean-stock segment · mean PC=(-0.41,-0.63,-0.57)	Strongest theme deviations vs cohort (z): understocking=0.81; overstocking=-0.81; high_risk_shortage=-0.25; low_risk_shortage=0.25; normal_inventory=-0.23	12	0.002%
Other DBSCAN clusters	372	Mixed procurement profile segment · mean PC=(-0.18,0.26,-0.44)	Strongest theme deviations vs cohort (z): high_risk_shortage=-0.97; low_risk_shortage=0.97; normal_inventory=0.20; understocking=-0.18; overstocking=0.18	5	0.001%
Other DBSCAN clusters	373	Strong understocking / lean-stock segment · mean PC=(-2.35,0.42,-0.41)	Strongest theme deviations vs cohort (z): high_risk_shortage=-1.36; low_risk_shortage=1.36; overstocking=-0.80; understocking=0.80; unequal_supply_regions=-0.75	20	0.004%
Other DBSCAN clusters	374	Strong understocking / lean-stock segment · mean PC=(-2.35,0.36,-0.42)	Strongest theme deviations vs cohort (z): high_risk_shortage=-1.36; low_risk_shortage=1.36; understocking=0.85; overstocking=-0.85; unequal_supply_regions=-0.75	20	0.004%
Other DBSCAN clusters	375	Strong understocking / lean-stock segment · mean PC=(-2.86,-1.41,-0.71)	Strongest theme deviations vs cohort (z): normal_inventory=-2.29; understocking=2.15; overstocking=-2.15; unequal_supply_regions=-0.75; equal_supply_regions=0.75	24	0.005%
Other DBSCAN clusters	376	Strong understocking / lean-stock segment · mean PC=(-0.66,-1.09,-0.69)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.99; high_risk_shortage=-0.99; overstocking=-0.72; understocking=0.72; normal_inventory=0.11	20	0.004%
Other DBSCAN clusters	377	Moderate understocking segment · mean PC=(-0.49,-0.20,-0.49)	Strongest theme deviations vs cohort (z): understocking=0.55; overstocking=-0.55; high_risk_shortage=-0.47; low_risk_shortage=0.47; unequal_supply_regions=-0.30	21	0.004%
Other DBSCAN clusters	378	Balanced baseline procurement segment · mean PC=(0.20,0.42,-0.26)	No theme z-score exceeds ±0.35; cluster mean near the cohort average on the engineered theme proxies.	21	0.004%
Other DBSCAN clusters	379	Strong understocking / lean-stock segment · mean PC=(-2.27,0.09,-0.44)	Strongest theme deviations vs cohort (z): high_risk_shortage=-1.36; low_risk_shortage=1.36; overstocking=-1.13; understocking=1.13; unequal_supply_regions=-0.75	26	0.005%
Other DBSCAN clusters	380	Strong understocking / lean-stock segment · mean PC=(-2.29,0.52,-0.39)	Strongest theme deviations vs cohort (z): high_risk_shortage=-1.36; low_risk_shortage=1.36; overstocking=-0.80; understocking=0.80; unequal_supply_regions=-0.75	34	0.007%
Other DBSCAN clusters	381	Overstocking-heavy procurement segment · mean PC=(-0.68,0.53,-0.46)	Strongest theme deviations vs cohort (z): unequal_supply_regions=0.83; equal_supply_regions=-0.83; overstocking=0.65; understocking=-0.65; high_risk_shortage=-0.49	21	0.004%
Other DBSCAN clusters	382	Overstocking-heavy procurement segment · mean PC=(3.57,0.05,0.41)	Strongest theme deviations vs cohort (z): understocking=-0.62; overstocking=0.62; normal_inventory=0.29; low_risk_shortage=-0.14; high_risk_shortage=0.14	21	0.004%
Other DBSCAN clusters	383	Overstocking-heavy procurement segment · mean PC=(2.96,-0.59,0.30)	Strongest theme deviations vs cohort (z): overstocking=0.59; understocking=-0.59; equal_supply_regions=-0.35; unequal_supply_regions=0.35; normal_inventory=0.34	11	0.002%
Other DBSCAN clusters	384	Mixed procurement profile segment · mean PC=(0.11,-0.94,-0.66)	Strongest theme deviations vs cohort (z): high_risk_shortage=-1.00; low_risk_shortage=1.00; normal_inventory=0.78; unequal_supply_regions=-0.49; equal_supply_regions=0.49	25	0.005%
Other DBSCAN clusters	385	Mixed procurement profile segment · mean PC=(-0.13,0.37,-0.42)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.87; high_risk_shortage=-0.87; understocking=0.33; overstocking=-0.33; unequal_supply_regions=-0.28	24	0.005%
